演藝團體名稱,申請類別,立案字號,主管機關,主管機關代碼,團址,網址
福爾先生與摩莎小姐,戲劇,0703,臺北市政府文化局,379590000E,臺北市信義區松仁路二八一巷六十二號,http://www.shygong.com
絲竹雅集,音樂,0702,臺北市政府文化局,379590000E,臺北市信義區忠孝東路五段七十一巷二十六號一樓,http://home.cityfamily.com.tw/prfun.asp?sno=F025FT000012
文風中英文歌曲演唱團,雜藝,0701,臺北市政府文化局,379590000E,臺北市松山區三民路七十四巷二號二樓,http://wenfeng.homeip.net
師友合唱團,音樂,0699,臺北市政府文化局,379590000E,臺北市文山區景文街189號4樓,https://shihyuchorus.tw
台大交響樂團,音樂,0698,臺北市政府文化局,379590000E,臺北市大安區羅斯福路四段85號,http://club.ntu.edu.tw/~club20165/
奇耳音樂  ZIEL,音樂,0697,臺北市政府文化局,379590000E,臺北市中山區中山北路二段59巷45號10樓之14,
中華管絃樂團,音樂,0693,臺北市政府文化局,379590000E,臺北市北投區光明路兩百號十四樓之二十一,
玉山混聲合唱團,音樂,0692,臺北市政府文化局,379590000E,臺北市北投區致遠一路二段七十三號一樓,http://http//:26.to/chorus
醉夢歌劇團,音樂,0689,臺北市政府文化局,379590000E,臺北市大同區重慶北路二段一九六號六樓之十三,
獅頭旺劇團,雜藝,0688,臺北市政府文化局,379590000E,臺北市北投區奇岩里4鄰公館路一四五巷二弄六號一樓,http://taiwanlionassociation.spaces.live.com/
炬輪技藝發展協會小可樂果劇團,戲劇,0687,臺北市政府文化局,379590000E,臺北市大安區新生南路3段4號13樓,http://www.dsrh.itoscar.com
天國樂團,音樂,0686,臺北市政府文化局,379590000E,臺北市中正區杭州南路1段143巷9號1樓,
新生代陽光藝術工作坊,戲劇,0685,臺北市政府文化局,379590000E,臺北市信義區忠孝東路五段三七二巷二十七弄三十五號三樓,
鼓魂鈦鼓,音樂,0683,臺北市政府文化局,379590000E,臺北市文山區興隆路三段207巷15弄3號2樓,http://www.drumsoul.url.tw/
青少年表演藝術聯盟,音樂,0682,臺北市政府文化局,379590000E,臺北市士林區中山北路6段754巷5號4樓,https://www.whatsyoung.org.tw/
臺北市師院附小暨弘道國中校友國樂團,音樂,0681,臺北市政府文化局,379590000E,臺北市中正區公園路二十一號,http://www.wretch.cc/blog/SYFHHTACO
飛魚雲豹音樂工團,音樂,0680,臺北市政府文化局,379590000E,臺北市南港區研究院路2段182巷76號3樓,http://abomusic.org.tw
動能才藝發展中心,舞蹈,0677,臺北市政府文化局,379590000E,臺北市內湖區東明街五號一樓,http://dayufish.myweb.hinet.net
龍門吉他室內樂團,音樂,0676,臺北市政府文化局,379590000E,臺北市中山區南京西路103號7樓之6,http://homepege.seed.net.t/web/hfshih
唐風藝術團,音樂,0675,臺北市政府文化局,379590000E,臺北市文山區景興路二二二號地下樓,http://tangarts.blogspot.com
對?面劇坊,戲劇,0674,臺北市政府文化局,379590000E,臺北市大同區延平北路三段二十二號四樓之三,
金色蓮花表演坊劇團,戲劇,0673,臺北市政府文化局,379590000E,臺北市大安區忠孝東路4段153號5樓,http://www.goltus.com.tw
民有國樂團,音樂,0672,臺北市政府文化局,379590000E,臺北市松山區民權東路三段一六Ｏ巷二十一號七樓之二,http://www.puhsein.org.tw/serv04.htm
雅悅音樂,音樂,0670,臺北市政府文化局,379590000E,臺北市大安區瑞安街二二二巷十七號三樓,
雲飛樂集,音樂,0669,臺北市政府文化局,379590000E,臺北市大安區仁愛路四段二十六號四樓,
音樂森林青少年管絃樂團,音樂,0668,臺北市政府文化局,379590000E,臺北市大安區黎和里十鄰臥龍街299號,
國立政治大學校友合唱團,音樂,0667,臺北市政府文化局,379590000E,臺北市士林區社子街25巷2號2樓,http://www.nccu.corus
陳冠宇室內樂團,音樂,0666,臺北市政府文化局,379590000E,臺北市大安區泰順街二號三樓,http://ecmusic.proartist.com.tw/
台北踢踏舞團,舞蹈,0665,臺北市政府文化局,379590000E,臺北市內湖區文湖街二十一巷一一二弄十三號十一樓,http://www.danceworks.com.tw
台灣應用劇場發展中心,音樂,0664,臺北市政府文化局,379590000E,臺北市大安區復興南路1段126巷1號5樓之6,
山上國樂團,音樂,0661,臺北市政府文化局,379590000E,臺北市內湖區內湖路2段150號3樓,http://www.facebook.com/sscorchestra
曉劇場,戲劇,0660,臺北市政府文化局,379590000E,臺北市萬華區大理街132號之9,http://www.shinehousetheatre.com
台北豎琴室內樂集,音樂,0658,臺北市政府文化局,379590000E,臺北市中山區民權西路七十三號一樓,http://taiwanharp.com
臺北市信義區管樂團,音樂,0657,臺北市政府文化局,379590000E,臺北市松山區八德路四段二四五巷二十號九樓,
GJO搖擺爵士大樂團,音樂,0656,臺北市政府文化局,379590000E,臺北市內湖區康寧路三段一八九巷一四一弄十五號二樓,http://www.gjo.com.tw
本劇場,雜藝,0652,臺北市政府文化局,379590000E,臺北市松山區健康路九號三樓,
福爾摩沙芭蕾舞團,舞蹈,0651,臺北市政府文化局,379590000E,臺北市士林區承德路4段31之1號3樓,http://www.formosaballet.com/formosaballet/index.html
多元劇坊,舞蹈,0650,臺北市政府文化局,379590000E,臺北市信義區松德路二十號六樓,
星影雅歌,音樂,0648,臺北市政府文化局,379590000E,臺北市中山區復興北路214號9樓之3,
藝星 Artist Star,音樂,0647,臺北市政府文化局,379590000E,臺北市中山區長安西路16號8樓之2,
心音室內樂團,音樂,0646,臺北市政府文化局,379590000E,臺北市士林區天母西路十八之一號七樓,
多元文化藝術團,戲劇,0644,臺北市政府文化局,379590000E,臺北市大安區溫州街三十巷八號一樓,http://www.tuceda.org.tw
臺灣古調樂坊,音樂,0643,臺北市政府文化局,379590000E,臺北市南港區忠孝東路六段212巷1弄5號2樓,http://www.donsiau.net/tw/
豎笛之家,音樂,0642,臺北市政府文化局,379590000E,臺北市松山區忠孝東路五段一號十一樓,
國立台灣大學管樂團,音樂,0641,臺北市政府文化局,379590000E,臺北市大安區羅斯福路四段八十五號(二活401室),
台北心聲合唱團,音樂,0639,臺北市政府文化局,379590000E,臺北市中山區北安路589號5樓,http://blog.yam.com/minz
全方位樂團,音樂,0638,臺北市政府文化局,379590000E,臺北市大安區辛亥路一段85號2樓,
楓影藝術舞蹈空間,舞蹈,0637,臺北市政府文化局,379590000E,臺北市文山區景興路188號23樓之4,
泰雅風情舞蹈團,舞蹈,0636,臺北市政府文化局,379590000E,臺北市中山區民生東路一段六號四樓,
經典佛舞舞蹈團,舞蹈,0635,臺北市政府文化局,379590000E,臺北市中山區民生東路一段六號五樓,
水錦歌劇團,戲劇,0634,臺北市政府文化局,379590000E,臺北市萬華區昆明街46號8樓之37,
弘化世界藝術劇團,舞蹈,0633,臺北市政府文化局,379590000E,臺北市士林區文林路七六五號十一樓之七,
大風劇團,戲劇,0632,臺北市政府文化局,379590000E,臺北市松山區民權東路3段136號2樓,http://www.dafengmusical.com/
陳美雲歌劇團,戲劇,0631,臺北市政府文化局,379590000E,臺北市大同區重慶北路2段196號6樓之13,http://wave.prohosting.com/meiyunc
鳳凰木愛樂,音樂,0629,臺北市政府文化局,379590000E,臺北市大安區信義路4段263號9樓之3,http://nckuspirit.idv.st
玻璃娃娃天使合唱團,音樂,0628,臺北市政府文化局,379590000E,臺北市中山區中原街一二四號,
歐陽伶宜大提琴音樂方程式,音樂,0624,臺北市政府文化局,379590000E,臺北市南港區玉成街87號七樓之1,
木樓合唱團,音樂,0623,臺北市政府文化局,379590000E,臺北市大安區杭州南路二段7之1號,http://www.muller.org.tw
二十一世紀文化藝術中心,戲劇,0621,臺北市政府文化局,379590000E,臺北市南港區東新街一一八巷二號二樓,
絲竹空爵士樂團,音樂,0620,臺北市政府文化局,379590000E,臺北市文山區羅斯福路5段176巷3弄6號1樓,http://www.sizhukong.com
外表坊時驗團,戲劇,0619,臺北市政府文化局,379590000E,臺北市中山區復興南路一段三十六之三號四樓,http://www.pwshop.com
響洲園掌中劇團,戲劇,0618,臺北市政府文化局,379590000E,臺北市大同區重慶北路二段一九六號六樓之十三,
人力飛行劇團,戲劇,0616,臺北市政府文化局,379590000E,臺北市大安區金山南路二段101巷2號4樓,
表演工作坊,戲劇,0615,臺北市政府文化局,379590000E,臺北市信義區基隆路1段141號13樓之3,http://www.pwshop.com
義興掌中劇團,戲劇,0614,臺北市政府文化局,379590000E,臺北市萬華區台北市萬華區柳鄉里2鄰桂林路224巷30號,
和道創作研究社,雜藝,0613,臺北市政府文化局,379590000E,臺北市信義區光復南路四四九之一號十一樓,http://blog.yam.com/etude
二分之一Q劇場,戲劇,0612,臺北市政府文化局,379590000E,臺北市松山區八德路3段12巷51弄44之1號3樓,
特技空間,雜藝,0611,臺北市政府文化局,379590000E,臺北市萬華區雙園街5號4樓,http://www.acrodynamic.url.tw
台北市少年兒童管弦樂團,音樂,0609,臺北市政府文化局,379590000E,臺北市中山區吉林路十二之五號二樓,http://sungyui.myweb.hinet.net
華裕愛樂室內樂團,音樂,0608,臺北市政府文化局,379590000E,臺北市大安區忠孝東路四段一六二號十一樓之一,"http://www,musician.com.tw"
大小點演藝社,舞蹈,0607,臺北市政府文化局,379590000E,臺北市中山區南京東路三段194巷5號1樓,
崇鶴綜藝團,音樂,0605,臺北市政府文化局,379590000E,臺北市中山區長春路六十二號十一樓,
相聲瓦舍,戲劇,0603,臺北市政府文化局,379590000E,臺北市萬華區成都路81號12樓之22,http://www. ngng.com.tw
三腳鼎魏啟仁音樂工作室,音樂,0600,臺北市政府文化局,379590000E,臺北市中正區建國里衡陽路114號,
幽蘭樂坊,音樂,0599,臺北市政府文化局,379590000E,臺北市文山區興隆路二段二○三巷八十八號四樓,http://www.rumotan.com/yulanyuehfang/
擊夢打擊樂團,音樂,0598,臺北市政府文化局,379590000E,臺北市大安區復興南路1段215號11樓,
三位一體工場,音樂,0597,臺北市政府文化局,379590000E,臺北市大安區復興南路1段215號11樓,
地平線爵士樂團,音樂,0596,臺北市政府文化局,379590000E,臺北市大安區復興南路1段215號11樓,
敘舊布袋戲園,戲劇,0595,臺北市政府文化局,379590000E,臺北市中山區吉林路144巷10號地下1樓,http://www.see-join.com.tw
弘道國中校友管樂團,音樂,0594,臺北市政府文化局,379590000E,臺北市中正區公園路21號,http://www.facebook.com/HDJHAWE
樂饗室內樂集,音樂,0593,臺北市政府文化局,379590000E,臺北市大安區師大路68巷8號2樓,
吹笛人室內樂團,音樂,0591,臺北市政府文化局,379590000E,臺北市中正區新生南路1段16號3樓之1,http://www.geocities.com/jdfe1998
愛樂101室內樂團,音樂,0590,臺北市政府文化局,379590000E,臺北市信義區吳興街284巷24弄75號3樓,http://www.musician.com.tw
五節芒劇團,戲劇,0589,臺北市政府文化局,379590000E,臺北市中正區汀州路二段二○五號二樓,
粉月亮音樂劇場,音樂,0588,臺北市政府文化局,379590000E,臺北市士林區社子街112巷17弄3號2樓,http://indies.com.tw
愛因斯跨領域創作坊,音樂,0587,臺北市政府文化局,379590000E,臺北市北投區稻香路161巷7號8樓之1,
台北市客家忠義民謠歌劇團,戲劇,0582,臺北市政府文化局,379590000E,臺北市中正區中華路二段三○五巷十三號一樓,
雅頌合奏團,音樂,0581,臺北市政府文化局,379590000E,臺北市文山區木柵路一段89巷23號4樓,
詩歌樂舞創意劇團,戲劇,0580,臺北市政府文化局,379590000E,臺北市萬華區武昌街二段124之2號5樓之13,
鄉音樂團,音樂,0579,臺北市政府文化局,379590000E,臺北市信義區莊敬路32544號7樓,
蔚藍之聲,音樂,0578,臺北市政府文化局,379590000E,臺北市松山區南京東路5段222號7樓,http://lavoixdazur.blogspot.com
新鈺聲歌劇團,戲劇,0577,臺北市政府文化局,379590000E,臺北市大同區重慶北路二段一九六號六樓之十三,
行動劇坊,戲劇,0576,臺北市政府文化局,379590000E,臺北市內湖區五分街66號3樓之1,
台北兒童劇團,戲劇,0575,臺北市政府文化局,379590000E,臺北市大同區延平北路二段238號六樓,
慈惠堂民族舞蹈團,舞蹈,0574,臺北市政府文化局,379590000E,臺北市信義區福德街二五一巷三十三號,http://www.sstht.org.tw
萬興傳統戲曲藝術團,音樂,0573,臺北市政府文化局,379590000E,臺北市文山區秀明路2段5號2樓之2,http://blog.sina.com.tw/wantsingopera
桑雅靜心劇坊,音樂,0572,臺北市政府文化局,379590000E,臺北市北投區新民路五一之六號二樓,http://blog.yam.com/sannyas
動見体,戲劇,0571,臺北市政府文化局,379590000E,臺北市士林區通河東街一段181號2樓,http://www.movetheatre-tw.com/
師大附中校友管樂團,音樂,0570,臺北市政府文化局,379590000E,臺北市大安區敦化南路2段59號18樓之4,http://hsnuawb.tw
古亭青年管絃樂團,音樂,0569,臺北市政府文化局,379590000E,臺北市中正區金門街7-8號1樓,
Prima Ballet,舞蹈,0568,臺北市政府文化局,379590000E,臺北市松山區南京東路三段256巷50號一樓,
台灣愛樂室內樂團,音樂,0567,臺北市政府文化局,379590000E,臺北市中山區明水路453號一樓,http://www.musician.com.tw
臺北SoGood 手鼓樂團,音樂,0566,臺北市政府文化局,379590000E,臺北市大安區復興南路1段390號5樓之1,
潔兮杰舞團,舞蹈,0564,臺北市政府文化局,379590000E,臺北市士林區忠誠路一段186號2樓,
長號之聲,音樂,0563,臺北市政府文化局,379590000E,臺北市中正區和平西路2段70巷6弄7號1樓,
舞弦樂集,音樂,0562,臺北市政府文化局,379590000E,臺北市大安區市民大道四段六十四號五樓之一,
敦煌禪舞集,舞蹈,0559,臺北市政府文化局,379590000E,臺北市士林區延平北路6段258巷6號5樓,
震撼管樂團,音樂,0558,臺北市政府文化局,379590000E,臺北市中正區忠孝東路1段152號9樓之3,http://www.shockband.org
飛舞塾舞蹈團,舞蹈,0557,臺北市政府文化局,379590000E,臺北市北投區石牌路二段九十一號三樓,
大知樹排練場,戲劇,0556,臺北市政府文化局,379590000E,臺北市中正區羅斯福路三段二八四巷八號B1,
極光打擊樂團,音樂,0555,臺北市政府文化局,379590000E,臺北市信義區中坡南路201巷10號1樓,
吉祥如意演藝坊,音樂,0554,臺北市政府文化局,379590000E,臺北市中正區延平南路九號四樓,
口琴天堂樂團,音樂,0552,臺北市政府文化局,379590000E,臺北市文山區溪洲街10-6號1樓,http://www.harmonica.com.tw
