單位名稱,統一編號,負責人,登記地址,公司電話,產業範疇,位置X座標,位置Y座標
育世博生物科技股份有限公司,66616512,蕭世嘉,臺北市南港區忠孝東路七段508號12樓,02-2697-6100,製藥產業,311506,2771689
順天醫藥生技股份有限公司,12663974,王素琦,臺北市南港區園區街3-2號4樓,02-2655-7918,應用生技,311739,2772221
智合精準醫學科技股份有限公司,24939569,黃崇仁,臺北市中山區南京東路三段70號10樓,02-2517-0055,製藥產業,304373,2771618
逸達生物科技股份有限公司,54165507,簡銘達,臺北市南港區三重路19-3號9樓之2,02-7750-0188,製藥產業,311836,2772182
宣捷細胞生物製藥股份有限公司-更名為瑞卬細胞生物製藥股份有限公司,53394221,宣昶有,臺北市內湖區內湖路1段68號7樓,02-26275175,製藥產業,306734,2775157
美吾華股份有限公司,14089976,李成家,臺北市松山區復興北路167號5樓,02-2713-6621,應用生技,304919,2771858
台灣第一新藥股份有限公司,27531430,林詠翔,臺北市內湖區港墘路189號8樓,02-8797-7811,應用生技,307985,2774296
大江生醫股份有限公司,12292039,林詠翔,臺北市內湖區港墘路187號8樓,02-8797-7811,應用生技,307991,2774304
聯亞生技開發股份有限公司,84299742,胡世一,臺北市信義區信義路五段7號52樓E室,02-8101-0100,應用生技,306995,2769598
友霖生技醫藥股份有限公司,28924399,蔡正弘,臺北市北投區承德路六段128號12樓,02-2325-7621；02-2796-490,製藥產業,301686,2777386
永信藥品工業股份有限公司-臺北研究中心,56065601,李其澧,臺北市南港區園區街3號F棟10樓之8,02-2785-8975,製藥產業,311745,2772394
泰福生技股份有限公司-更名:台灣泰福生技股份有限公司,24336954,陳林正,臺北市大安區敦化南路1段192號13樓之6,02-2655-8841,應用生技,305347,2770602
太景生物科技股份有限公司,12858871,黃國龍,臺北市內湖區新明路138號7樓,02-8177-7020,應用生技,309192,2772326
台灣卜蜂企業股份有限公司,36514783,鄭武樾,臺北市中山區朱園里松江路87號17樓,02-2507-7071 02-2757-7168,應用生技,303800,2771471
中裕新藥股份有限公司,28707338,陳明村,臺北市內湖區瑞光路607號3樓,02-2658-0058,製藥產業,307180,2774779
南僑投資控股股份有限公司,07305506,陳飛龍,臺北市大同區延平北路四段100號,02-6619-3000,應用生技,301527,2773800
金車股份有限公司,05007903,李玉鼎,臺北市中正區羅斯福路3段230號,02-2365-6551,應用生技,303510,2767928
久和醫療儀器股份有限公司,70538519,李沛霖,臺北市內湖區行愛路88號5樓,02-6608-1999,醫療器材產業,308611,2772853
中國化學製藥股份有限公司,03088802,王謝怡貞,臺北市中正區襄陽路2 3號,02-2312-4200,製藥產業,301992,2770694
台灣浩鼎生技股份有限公司,13110677,梁賡義,臺北市南港區忠孝東路七段508號6樓,02-2655-8799,製藥產業,311506,2771689
台灣東洋藥品工業股份有限公司,11821341,林全,臺北市南港區園區街3-1號3樓,02-2652-5999,製藥產業,311731,2772315
高端疫苗生物製劑股份有限公司,53943057,張銘政,臺北市南港區忠孝東路七段 508 號 4 樓,02-2651-5088,製藥產業,311506,2771689
萬洲化學股份有限公司,03244705,林佑昇,臺北市內湖區行善路397號6樓,02-8170-6199,應用生技,309102,2773061
中化控股股份有限公司,00227087,王謝怡貞,臺北市中正區襄陽路23號2樓,02-2312-4200,製藥產業,301992,2770694
合一生技股份有限公司,29108260,郭憲壽,臺北市中正區忠孝西路一段66號35樓,02-2703-1098,製藥產業,301996,2770997
藥華醫藥股份有限公司,70557655,詹青柳,臺北市南港區園區街3號13樓,02-2655-7688,製藥產業,311745,2772394
佳格食品股份有限公司,22102473,曹德風,臺北市內湖區瑞光路610號10樓,02-27092323,應用生技,307066,2774798
中天生物科技股份有限公司,70555349,陳振文,臺北市南港區三重里園區街3號14樓之1,02-2655-8558,製藥產業,311745,2772394
晟德大藥廠股份有限公司,18606304,王素琦,臺北市南港區園區街3之2號7樓,02-2655-8680,製藥產業,311739,2772221
美時化學製藥股份有限公司,11456110,Vilhelm Robert Wessman,臺北市信義區松仁路277號17樓,02-2700-5908,製藥產業,307509,2768589
臺灣菸酒股份有限公司,03787101,丁彥哲,臺北市中正區南昌路1段4號,02-2321-4567,應用生技,301964,2769653
