序號,主管機關文件代碼,補習班中文名稱,補習班中文住址,電話,立案日期,立案文號,教室數,教室面積,班舍總面積
1929,6058,新視界國際文教顧問有限公司附設臺北市私立字神帝國英語文理短期補習班,100中正區許昌街17號13樓,66177366,2008/3/13,北市教社字第09730768300號,12,459.17,803.67
1930,6057,臺北市私立小牛津文理短期補習班景興分班,116文山區景華街150巷1之1、1之2、1之3號1樓,29336000,2008/3/10,9730752700,3,58.42,113.07
1931,6051,臺北巿私立盈嘉文理短期補習班,112北投區致遠二路71巷3號（1樓）、4之1號（1層）,28230329,2008/3/3,9730701900,5,74.14,143.57
1932,6048,吉耐爾國際有限公司附設臺北市私立吉耐爾寶石鑑定短期補習班南京分班,105松山區南京東路3段270號3樓之2,27719391,2008/2/29,北市教社字第09730695200號,2,90.91,125.42
1933,6047,臺北市私立歐淑珍舞蹈短期補習班,100中正區懷寧街36號5樓,972337349,2008/2/21,9730634000,1,101.12,148.75
1934,6043,陽光森林文教股份有限公司附設臺北市私立平和文理短期補習班,106大安區和平東路2段60之8號(3樓)、60之9號(3樓),2735-1908,2008/2/15,北市教社字第09730319000號,3,73.39,156
1935,6042,陽光森林文教股份有限公司附設臺北市私立安東語文短期補習班,106大安區和平東路2段60之1號（1層）、60之4號（2層）、60之5號（2層）,2735-1908,2008/2/15,9730318900,4,94.63,182.2
1936,6036,臺北市私立佳歆文理短期補習班,108萬華區貴陽街2段85號1樓,23753344,2008/1/30,9730153500,2,64.4,91.72
1937,6033,臺北巿私立英軒皇家文理短期補習班,112北投區大業路582號1樓、2樓及584號1樓、2樓,28985225,2008/1/31,9730196200,2,41.18,136.33
1938,6029,臺北市私立聯誠電腦短期補習班,100中正區館前路2號5樓,2389-6577,2008/1/25,9730132900,6,251.46,393.2
1939,6028,臺北市私立指揮家音樂語文短期補習班,111士林區忠誠路2段50巷13號1樓,28380113,2008/1/9,97120217600,6,33.18,108.83
1940,6019,臺北市私立七奇音樂才藝短期補習班,116文山區羅斯福路5段170巷5號1樓,29332278,2007/12/1,9639456600,6,60,107.96
1941,6018,臺北市私立艾普爾仕優勢文理短期補習班,108萬華區中華路2段484巷14之5號1樓,23055989,2008/1/10,北市教社字第09730079900號,4,68.71,107.81
1942,6013,臺北市私立小亨利文理短期補習班,104中山區龍江路65巷16之1號1樓,27528633,2007/12/1,9638810100,3,52.21,89.55
1943,6011,星雲國際教育有限公司附設臺北市私立增蘭光復文理短期補習班,106大安區光復南路296號2樓之3,27752585,2008/1/1,(96)北市教社字第09638810500號,7,112.16,167.18
1944,6008,臺北市私立新大華文理短期補習班,115南港區忠孝東路6段212巷2弄8號1樓,26522212,2007/12/31,北市教六字第09639273500號,3,47.01,74.01
1945,6005,臺北市私立米睿可文理短期補習班,110信義區福德街286號1樓,23466123,2007/12/1,9638807800,2,32.86,76.61
1946,6001,財團法人國語日報社附設臺北巿私立國語日報文理技藝短期補習班,100中正區福州街2號7樓、10樓,23921133,2007/12/14,北市教社字第09638509000號,29,775.72,1418.11
1947,5998,臺北市私立立珍語文短期補習班,116文山區景福街210號1樓,29352265,2007/12/11,9638507200,2,31.91,81.82
1948,5996,臺北市私立山水音樂文理技藝短期補習班,116文山區木新路3段95巷4弄14號1樓,22346969,2007/12/7,9638564700,4,47.11,113.85
1949,5993,臺北市私立大曜文理短期補習班,103大同區承德路3段58號2樓之1,02-25531292,2007/11/1,(96)北市教社字第09638435500號,4,94.28,152.86
1950,5989,幼龍企業管理顧問股份有限公司附設臺北市私立幼龍商業技藝短期補習班,100中正區北平東路30號4樓之1,02-23569678 #663,2007/11/26,96北市教社字第09638019900號,1,78.53,124.13
1951,5985,臺北市私立佳昇文理短期補習班,112北投區義理街8號2樓、14號1樓,28238850,1976/7/1,(96)北市教社字第09637877000號,5,89.19,160.37
1952,5983,臺北市私立天華文理圍棋短期補習班,111士林區天母東路55號2樓,02-28743398,2007/11/2,北市教終字第10531187200號,3,84.85,180.3
1953,5982,臺北市私立強森語文技藝短期補習班,110信義區忠孝東路5段524巷3弄5號1樓,23463930,2007/11/1,9637860000,3,35.79,86.03
1954,5981,臺北市私立東華文理短期補習班,110信義區永吉路288號2樓,27562055,2007/10/31,北市教社字第09637823700號,2,35.85,104.89
1955,5979,臺北市私立佳威文理短期補習班,112北投區石牌路1段16號1、2、3層,28275229、28281325,2007/10/30,北市教社字第09637761300號,5,64.77,176.98
1956,5977,臺北市私立笛卡爾文理短期補習班,108萬華區貴陽街2段81號2樓,23116166,2007/10/26,北市教社字第09637327200號,4,70.95,140.16
1957,5973,臺北市私立𤔡昌文理短期補習班,106大安區和平東路3段230號4樓,27327399,2007/10/24,北市教社字第09637218600號,3,34.26,89.58
1958,5972,愛樂芬有限公司附設臺北市私立韻揚音樂短期補習班,111士林區德行東路240巷1號2樓,28315526,2007/10/22,(96)北市教社字第09637273100號,8,45.76,113.1
1959,5971,臺北市私立捷思文理短期補習班,111士林區磺溪街92、94號1樓,28360990,2007/10/18,9637208900,4,118.53,193.81
1960,5970,臺北市私立文林心文理短期補習班,112北投區文林北路112號2樓之1及94巷5弄2號1樓,02-28235678,2007/10/22,9637230400,7,133.61,191.46
1961,5969,臺北市私立寶傑文理短期補習班,106大安區和平東路2段295號6樓,27000698,2007/10/17,北市教社字第09637345300號,4,132.97,205.88
1962,5967,臺北市私立星晴音樂藝術技藝短期補習班,114內湖區東湖路113巷95弄170號1樓,26322691,2007/10/23,9637193500,8,44.9,80.08
1963,5965,飛德教育股份有限公司附設臺北市飛德語文短期補習班,114內湖區成功路4段2-2號(含1.2層),27917070,2007/10/12,北市教終字第10436550800號,1,35.96,96.39
1964,5963,臺北市私立立行文理短期補習班,116文山區景興路157號1樓,29333560,2007/10/11,北市教社字第09637156200號,2,36.21,79.19
1965,5956,臺北市私立小領袖文理技藝短期補習班,110信義區莊敬路239巷12號2樓,287898118,2007/10/4,北市教社字第09636981700號,4,41.82,86.07
1966,5948,臺北巿私立中華兒童圍棋文理短期補習班,106大安區杭州南路2段107號2樓,23214057,2007/9/27,9636516000,3,62.2,134.73
1967,5946,臺北市私立松柏文理短期補習班,106大安區大安路1段19巷39號2樓,2740-8028,2007/9/27,北市教社字第09636444200號,4,55.58,113.87
1968,5944,臺北市私立王老師文理短期補習班福德分班,110信義區福德街268巷27號,27261333,2007/9/17,北市教社字第09636386300號,3,55.76,88.29
1969,5943,世界公民文化發展股份有限公司附設臺北市私立數位世界語文短期補習班,106大安區復興南路1段222號10樓之1,27215033,2007/9/14,9636331100,10,99.34,166.25
1970,7159,臺北市私立超人文理珠心算短期補習班西園分班,108萬華區西園路2段103號1樓,23369969,2013/7/25,北市教社字第10234778500號,3,56.81,103.7
1971,5936,臺北市私立百全文理短期補習班,111士林區延平北路5段257巷29號1樓及231巷43 號1樓,28114183,2007/9/4,北市教社字第09636250000號,4,66.33,136.21
1972,5933,臺北市私立育筠文理短期習班,110信義區吳興街365巷37號1樓,287898357,2007/8/21,北市教社字第09635780300號,2,30.3,73.87
1973,5929,臺北市私立凱宇文理短期補習班,104中山區明水路427號1樓、429號1樓,25332555,2007/8/17,9635670700,5,81.47,199.97
1974,5928,臺北市私立甜甜圈音樂短期補習班,116文山區景豐街48巷9-3號(含地下室),89312331,2007/8/9,9634907200,4,79.52,113.95
1975,5927,臺北市私立盛宇數學文理短期補習班,106大安區光復南路574號6樓,963282384,2007/8/9,北市教社字第09634938200號,2,48.55,89.22
1976,5926,譜卡文化事業有限公司附設臺北市私立成功打擊樂音樂技藝短期補習班,114內湖區成功路4段70號3樓,02-27961518,2007/8/3,9635571700,2,95.03,180.85
1977,5924,臺北市私立安星技藝文理短期補習班,110信義區松德路102號1、2樓及地下1樓,87893600,2007/8/2,北市教社字第09634878900號,6,98.46,174.83
1978,5923,臺北市私立成功精英文理短期補習班,106大安區四維路192巷4號1樓,0906795753 27037753,2007/8/1,9634777700,3,60.58,119.5
1979,5921,臺北市私立上笙語文文理技藝短期補習班,116文山區忠順街1段25、27號1樓,22342077,2007/8/3,9634768600,4,77.03,142.24
1980,5920,來智教育股份有限公司附設臺北市私立來智文理短期補習班,110信義區福德街268巷7弄1號1樓及268巷21號1樓,27596262,2007/7/30,北市教社字第09634848700號,6,76.38,151.81
1981,5919,臺北市私立佳龍文理短期補習班,110信義區信義路5段150巷401弄6號1樓,0939922249  87895757,2007/7/27,北市教社字第09634796600號,2,33.91,86.04
1982,5918,臺北市私立金河馬文理語文短期補習班,111士林區延平北路5段189號1、2樓,28128318,2007/7/24,北市教社字第09634738600號,5,113.48,196.91
1983,5917,臺北市私立孩子國文理技藝短期補習班三興分班,110信義區吳興街118巷32號1樓及32之1號1樓,23770850,2007/7/23,北市教社字第09634720300號,3,40.11,108.73
1984,5916,及幼文化出版股份有限公司附設臺北市私立哥大英語短期補習班光復分班,106大安區光復南路240巷1號2樓,27711090,2007/7/30,北市教社字第09634727900號,4,87.82,153.27
1985,5915,及幼文化出版股份有限公司附設臺北市私立哥大英語短期補習班光復一分班,106大安區光復南路244號2樓,27711090,2007/7/30,北市教社字第09634728000號,4,89.99,151.96
1986,5914,臺北市私立優寶文理短期補習班,106大安區新生南路3段20之2號3樓,23680789,2007/7/1,9630249200,4,51.89,140.83
1987,5909,臺北市私立飛躍文理短期補習班,104中山區龍江路42號2樓,27528882,2007/7/16,北市教六字第09634600700號,3,68.93,177.31
1988,5907,臺北市私立琴苼音樂語文短期補習班,114內湖區成功路4段61巷8弄8號2樓,27926220,2007/7/5,北市教社字第09634089900號,7,51.44,105.79
1989,5906,臺北市私立河岸留言音樂技藝短期補習班,116文山區羅斯福路5段88之5號地下之1,29326252,2007/7/9,9634043800,6,66.8,174.26
1990,5904,臺北市私立一加文理短期補習班,106大安區安和路1段127巷29弄10號（1層）,27056605,2007/7/6,北市教社字第09634079900號,3,63.88,100.24
1991,5899,臺北市私立大易文理短期補習班,114內湖區內湖路2段69號1樓,26588019,2007/6/26,9633908000,2,35.43,105.63
1992,5896,臺北市私立睿智大直語文短期補習班,104中山區北安路608巷5弄6號（1、2樓）,25324761,2007/6/27,北市教社字第09633915400號,2,76.36,143.52
1993,5892,臺北市私立琴鉎音樂文理技藝短期補習班,114內湖區內湖路1段239號2樓,27994298,2007/6/15,9633848300,12,61.89,125.1
1994,5889,臺北市私立賀瑞美語技藝短期補習班南京分班,105松山區健康路58巷21號1、2樓、58巷4號(1層),87125502,2007/6/20,9633802000,4,74.51,140.12
1995,5887,臺北市私立小恩笛文理短期補習班,105松山區敦化北路145巷46號1樓,27180079,2007/6/15,北市教終字第10430029400號,3,58.39,112.41
1996,5881,臺北市私立勤越文理短期補習班,105松山區敦化北路4巷14號1樓、15號1樓、八德路2段437巷10弄5號1樓及敦化北路4巷3號1樓,27216230,2007/6/11,北市教社字第09633774100號,10,166.78,319.94
1997,5876,嘉安教育有限公司附設臺北市私立恩愛悌文理短期補習班,106大安區羅斯福路3段253號3樓之1及3樓之2,23621124,2007/6/1,北市教社字第09633761900號,7,108.19,228.35
1998,5874,臺北市私立楊海銓技藝短期補習班,104中山區中山北路1段88號2樓,02-25311797;0933850647,2007/6/6,9633713900,1,31.97,77.46
1999,5872,及幼文化出版股份有限公司附設臺北市私立哥大英語短期補習班民生分班,105松山區民生東路5段2號地下1樓,27690700,2007/6/1,北市教社字第09633196700號,10,234.86,504.15
2000,5868,臺北市私立旭廣學習空間文理短期補習班,111士林區忠誠路2段118巷3號1樓,28745172,2007/5/17,北市教社字第09633001200號,4,33.555,125.44
2001,5861,臺北市私立喬納森文理短期補習班,114內湖區金龍路97號1樓,27929575,2007/5/14,9632851300,4,47.03,91.01
2002,5857,臺北市私立鴻仁文理短期補習班,116文山區忠順街1段48巷5弄2號及6號1樓,29383617,2007/5/10,9632920700,6,81.95,146.4
2003,5855,臺北市私立啟揚文理短期補習班,111士林區忠義街85、87號1樓、91巷5號1樓、77號1樓及97號1樓,28371188,2007/5/7,北市教社字第09632845500號,18,434.2,281.22
2004,5854,臺北市私立程彬文理短期補習班,106大安區和平東路1段6號6樓之2,3365-2299,2007/5/8,北市教社字第09632841600號,3,84.94,146.55
2005,5853,大同文理補習班,103大同區民樂街144、146、148、150號1樓,25577847,2007/4/1,9632307800,4,89.9,174.39
2006,5852,臺北市私立長生文理短期補習班,115南港區富康街31號1樓,02-2788-7119,2007/4/1,9632357700,3,37.6,90.56
2007,5850,極合教育科技股份有限公司附設臺北市私立極上一對一安和文理短期補習班,106大安區安和路1段63號2樓,27551144,2007/4/1,(96)北市教社字第09632383900號,4,63.37,162.26
2008,5848,臺北市私立新苗文理語文短期補習班,112北投區致遠一路2段35巷18弄4號1樓,28231315,2007/4/30,9632274200,3,35.71,86.14
2009,5843,臺北市私立喬治德文理短期補習班,112北投區中央北路2段42巷11弄12號1樓,28925119,2007/4/23,北市教社字第09632118300號,3,35.45,101.78
2010,5841,臺北市私立首選文理短期補習班,100中正區忠孝西路1段8號5樓,23881682,1976/7/1,北市教社字第09632135600號,2,60.45,114.59
2011,5831,臺北市私立群學文理短期補習班,103大同區民生西路78號2樓之2,25418638,2007/3/26,9631471800,3,54.37,106.02
2012,5827,臺北市私立伯大尼文理短期補習班,106大安區復興南路2段133號2樓及131號2樓,02-27047286,2007/3/1,9631388100,6,130.97,193.68
2013,5825,臺北市私立悠遊藝術空間技藝短期補習班,116文山區景福街20號、22號1樓,29323536,2007/3/1,9631027500,3,71.67,160.62
2014,5823,臺北市私立貝爾士語文短期補習班,108萬華區長沙街2段44、46號1樓,23753132,2007/3/14,北市教社字第09630990900號,2,35.67,93.43
2015,5821,臺北市私立文盛文理短期補習班,104中山區復興北路430巷16號1樓,25000530,2007/3/13,北市教終字第10632998600號,2,37.57,100
2016,5820,臺北市私立佑威文理短期補習班劍潭分班,111士林區承德路4段10巷21號1樓,28861943,2007/3/1,北市教社字第09630982500號,5,96.16,177.19
2017,5816,臺北市私立大禾音樂短期補習班,106大安區和平東路2段135號1.2樓,27030165,2007/2/1,9630278200,3,83.18,169.15
2018,5814,臺北市私立亞洲體研舞蹈短期補習班,106大安區敦化南路1段187巷72號2樓,27765988,2007/2/1,北市教社字第09630249200號,2,85.3,124.04
2019,5813,臺北市私立洛課文理短期補習班,106大安區仁愛路4段79號4樓之1,27114861,2007/2/1,9630326800,7,63.12,114.49
2020,5808,臺北市私立黌教室文理短期補習班,114內湖區金龍路165號1樓,87923247,2007/1/1,北市教社字第10234549200號,2,32.58,72.84
2021,5807,臺北市私立小果子文理短期補習班,116文山區萬美街1段19巷4之2號1、2樓,22391341,2007/1/1,9630139700,6,133.74,260.68
2022,5803,臺北市私立起舞技藝短期補習班,106大安區羅斯福路2段41號8樓之3,23910840,2007/1/1,北市教社字第09630069500號,2,85.78,128.64
2023,5802,臺北市私立鮑伯明美語文理短期補習班,115南港區興南街48號1樓,26522107,2007/1/1,北市教社字第09540096400號,3,36.4,76.66
2024,5800,儒林文教事業股份有限公司附設臺北市私立台北儒林文理短期補習班天母分班,111士林區中山北路7段18號6樓之2,77230298,2007/1/1,北市教社字第09540192200號,2,129.68,166.07
2025,5795,臺北市私立八大創藝文理美術補習班,116文山區景福街210號2樓,29315285,2007/1/1,9539741500,4,75,112.59
2026,5779,臺北市私立柯大宜音樂世界短期補習班,104中山區松江路131號4樓之3,25023587,2006/12/1,9539293800,6,63.54,128.99
2027,5775,臺北市私立子愛文理短期補習班,116文山區興隆路4段165巷7號、9號1樓,29388030,2006/12/1,北市教六字第09539221200號,2,51.55,84.45
2028,5773,臺北市私立奕昇文理短期補習班,111士林區中正路377號2樓,28822456,2006/12/1,北市教社字第09539202700號,2,49.6,104.52
2029,5772,何嘉仁文教事業股份有限公司附設臺北市私立多元智慧文理技藝短期補習班,112北投區磺港路8號3樓、5樓及8之1號3樓 、5樓,28918422,2006/12/1,北市教社字第09539103200號,9,196.55,469.76
2030,5770,戴爾文教有限公司附設臺北市私立戴爾美語短期補習班,100中正區館前路34號10樓,23701686,2006/12/1,北市教社字第09539064600號,5,160.46,379.28
2031,5762,臺北市私立蘋果美術文理補習班,111士林區忠誠路2段40巷14弄6號1樓,28336872,2006/11/1,95388716000,3,36.6,83.39
2032,5761,茂榞科技股份有限公司附設臺北市私立以馬內利語文文理短期補習班大直分班,104中山區敬業一路58號1樓,85020825,2006/11/1,9539207400,4,57.51,162.98
2033,5757,臺北巿私立小書包文理技藝短期補習班西松分班,105松山區南京東路5段123巷4弄18號1樓,27673347,2006/11/1,北市教社字第09538757300號,5,65.65,99.81
2034,5754,臺北市私立歐協語言短期補習班,106大安區忠孝東路4段293號10樓之1,27510957,2006/11/1,北市教社字第10142608900號,7,96.27,159.17
2035,5753,臺北市私立伯斯頓英語文理短期補習班,108萬華區長泰街161號1樓,(02)2337-8429,2006/11/1,北市教社字第09538643000號,2,40.54,85.73
2036,5752,臺北市私立顏月童文理短期補習班,116文山區興隆路2段220巷31弄4號及28號1樓,29302935,2006/11/1,9538463300,4,96.96,155.91
2037,5751,臺北市私立鴻儒文理短期補習班,100中正區寧波西街119號2樓,23077316,2006/11/1,9538383900,4,89.54,158.41
2038,6109,柳吟文教事業股份有限公司附設臺北市私立柳吟文理短期補習班和平分班,106大安區和平東路2段295號2樓,27088680,2008/5/1,9732868300,5,137.57,205.88
2039,5745,臺北市私立瑞齊文理短期補習班,116文山區興隆路4段113之3號1、2樓,22343479,2006/10/1,9538027200,2,30.53,99.59
2040,5744,臺北市私立星星文理短期補習班薇閣分班,112北投區大業路699號1樓,2898-8383,2006/10/1,北市教社字第09538089600號,2,45.78,96.47
2041,5739,臺北市私立謝孟媛文理短期補習班,116文山區木新路3段270號2樓,29398007,2006/10/1,9537858400,2,58,90.92
2042,5734,臺北市私立星海美術短期補習班,111士林區天母西路22巷4號1樓,28746333,2006/10/1,9537664100,2,75.98,115.23
2043,5727,臺北市私立奇異鳥音樂技藝文理短期補習班,112北投區西安街1段163號2樓,28225668,2006/10/1,北市教社字第09537363200號,5,37.38,94.04
2044,5726,臺北市私立厚德明明文理短期補習班,100中正區忠孝西路1段8號10樓之1、6樓之1,23830580,2006/10/5,9537309300,2,208.62,255.9
2045,5724,臺北市私立繁田塾語文短期補習班,100中正區館前路43號8樓,23312752,2006/9/1,9537206100,7,252.96,367.75
2046,5723,臺北市私立金智語文短期補習班,110信義區莊敬路391巷2弄7號1樓,27299306,2006/9/1,9537080300,3,58.02,77.48
2047,5719,音樂樹才藝語文補習班,114內湖區成功路4段61巷35弄1號1樓,27934899,2006/9/1,北市教六字第09536890200號,3,35.1,80.17
2048,5718,臺北市私立全冠文理技藝短期補習班,110信義區虎林街30巷2弄15號1樓,27667656,2006/9/1,9536890100,5,71.8,119.96
2049,5706,臺北市私立飛揚文理短期補習班,114內湖區文湖街11巷15號1樓,27986741,2006/9/1,9536412500,3,57.61,71.26
2050,5704,臺北市私立語新語文短期補習班,111士林區天母西路13巷15號1樓,28754215,2006/9/1,北市教社字第09536249600號,3,58.96,115.84
2051,5700,臺北市私立新世紀文理短期補習班民生二分班,105松山區民生東路4段80巷6弄9號1樓,87121338,2006/9/1,9536296600,3,51.88,100
2052,5698,柏煌管理顧問股份有限公司附設臺北巿私立伊美文理美容短期補習班,100中正區青島西路11號3樓之1,23112107,2006/9/1,9536336100,3,103.1,149.66
2053,5697,臺北市私立貝帝文理短期補習班,112北投區文化三路6號1樓,2897-6622,2006/8/1,(95)北市教社字第09536318600號,3,49.113,92.18
2054,5696,及幼文化出版股份有限公司附設臺北市私立哥大英語短期補習班天母分班,111士林區天母西路48之2號1、2樓,28710108,2006/8/1,北市教社字第09536354500號,8,106.49,183.11
2055,5695,臺北市私立榮美文理短期補習班,112北投區石牌路1段166巷43弄8號1樓,28237930,2006/8/1,9536222900,3,46.75,108.15
2056,5691,亞思國際股份有限公司附設生涯100信義商業補習班,105松山區南京東路5段213號7樓之1,27473050,2006/8/1,9536093700,1,159.87,186.97
2057,5690,臺北市私立活力種子技藝文理短期補習班,112北投區中央南路1段135號1樓,28920255,2006/8/1,北市教社字第09536083700號,1,58.95,75.67
2058,5678,何嘉仁文教事業股份有限公司附設臺北市私立新嘉文理短期補習班,106大安區信義路2段230號3樓,23959718,2006/8/1,北市教社字第09535431000號,19,549.56,992.28
2059,5676,臺北市私立大樹文理技藝短期補習班,114內湖區成功路4段61巷41號及57號1樓,02-27962010,2006/8/1,北市教六字第09535617800號,5,92.48,181.54
2060,5674,臺北市私立東美文理短期補習班,115南港區興華路129號1樓、2樓,27887556,2006/8/1,9535422900,7,117.6,198.72
2061,5667,臺北市私立欣韻音樂短期補習班,105松山區光復北路103巷6號1樓,25289598,2006/7/1,9535292700,5,65.84,97.75
2062,5660,臺北市私立勵承文理短期補習班,114內湖區內湖路1段629巷29號1樓及2樓,27989943,2006/7/1,9535284500,4,113.66,177.3
2063,5657,臺北市私立系統語文文理短期補習班,106大安區仁愛路4段300巷20弄14號1樓,27012305,2006/7/1,9535167200,5,58.15,118.09
2064,5650,臺北市私立麗琦美容美髮造型技藝短期補習班,100中正區林森南路4之2號2樓,23584567,2006/7/1,9535092100,3,77.63,135.23
2065,5643,臺北市私立莫耳文理短期補習班,116文山區興隆路3段123之8號1樓,82300000,2006/7/1,9534891900,3,44.43,84.08
2066,5642,臺北市私立新華弘文理短期補習班,108萬華區萬大路344巷6號1樓、344巷4號1樓,23099331,2006/7/1,北市教社字第09534665300號,5,85.78,176.59
2067,5639,臺北市私立高明文理短期補習班新北投分班,112北投區中和街24號1、2樓,28982346,1976/7/1,9534662300,7,140.29,242.09
2068,5632,志光教育科技股份有限公司附設臺北市私立志聖公職證照文理短期補習班,100中正區館前路2號7樓、許昌街42之1號3樓之1,23755999,1976/7/1,北市教社字第09534312900號,7,560.15,924.55
2069,5627,臺北市私立嘉興文理短期補習班,110信義區嘉興街143號1樓,27398463,2006/6/1,9534309100,1,55.8,78.6
2070,5619,臺北市私立迪絲文理短期補習班,106大安區光復南路274號2樓,227751217,2006/6/1,9534087400,4,71.2,125.29
2071,5613,大樹國際文化企業股份有限公司附設臺北市私立蘭雅語文短期補習班,111士林區中山北路6段246號2樓,"0277557500	",2006/6/1,北市教社字第09533999100號,3,113.09,199.74
2072,5610,大總統文化事業有限公司附設臺北市私立大東海法商短期補習班公園分班,100中正區公園路26號2 、4樓,23315086,2006/6/1,北市教社字第09533845700號,1,83.68,226
2073,5607,必肯語文補習班,104中山區北安路630巷9弄17號2樓,85098855,2006/6/1,北市教社字第09533948100號,3,58.28,105.28
2074,5601,臺北市私立向陽美術短期補習班,111士林區德行東路190巷27號1樓,28321114,2006/5/1,9533936400,3,40.36,86.41
2075,5599,臺北市私立吉美文理短期補習班,116文山區景中街41號1樓,(02)8931-0688,2006/5/1,北市教社字第09533798500號,2,54.9,84.8
2076,5598,臺北市私立銓美文理短期補習班,105松山區敦化北路4巷7號1樓,87717058,2006/5/1,9533766100,3,53.88,110.63
2077,5596,巨匠電腦股份有限公司附設臺北市私立巨匠電腦短期補習班忠孝一分班,106大安區忠孝東路4段169號4樓之5,27735243,2006/5/1,北市教社字第09533791800號,1,47.93,83.36
2078,5595,巨匠電腦股份有限公司附設臺北市私立巨匠電腦短期補習班忠孝分班,106大安區忠孝東路4段169號4樓之1,27735243,2006/5/1,北市教社字第09533791700號,2,84.45,135.66
2079,5594,臺北市私立方齡文理短期補習班,112北投區明德路25號1樓,28288899,2006/5/1,(95)北市教社字第09533389000號,3,57.8,162.34
2080,5593,創意國際服務有限公司附設臺北市私立時尚美容技藝文理短期補習班 ,106大安區忠孝東路4段112號12樓之6,27215251,2006/5/1,北市教社字第9533697000號,2,55.73,141.58
2081,5584,八分音符音樂補習班,105松山區光復南路13巷12號1樓,960605162,2006/5/1,9533319400,6,45.1,92.16
2082,5582,臺北市私立全腦精英文理短期補習班小巨蛋分班,105松山區敦化北路155巷100弄13號1樓,27191395,2006/5/1,9533403000,3,46.95,102.76
2083,5578,臺北市私立智怡舞蹈藝術短期補習班,116文山區景興路85巷7號1樓,29357886,2006/5/1,9533118400,1,49.96,109.9
2084,5576,臺北市私立達夫子文理短期補習班,106大安區安和路1段117巷16號1樓,27091549,2006/5/1,95312049400,3,45.71,121.16
2085,5575,臺北市私立金旺文理短期補習班,106大安區光復南路438號6樓之1,23252433、23252486,2006/5/9,(95)北市教社字第09533085100號,2,43.14,90.62
2086,5568,臺北市私立成均舞蹈短期補習班,111士林區天母西路13巷8號1樓,28717213,2006/4/1,9533756400,2,71.82,113.88
2087,5565,臺北市私立逸群文理短期補習班,112北投區致遠二路73號1樓,28233037,2006/4/1,北市教社字第09533061300號,5,90.51,170.39
2088,5564,臺北市私立凱鉅文理技藝短期補習班,116文山區木新路3段310巷10號1樓,22345939,2006/4/1,9532549300,3,47.49,88.71
2089,5562,臺北市私立聖賢文理補習班,105松山區復興北路361巷22號1樓,27198768,2006/4/1,9532739100,4,88.18,163.27
2090,5561,臺北市私立力米茲專業美術短期補習班,111士林區天母西路41巷7號2樓,28734848,2006/4/1,北市教社字第09532684400號,3,53.02,136.88
2091,5547,觀示苑股份有限公司附設臺北市私立觀示苑瑜珈短期補習班天母分班,111士林區忠誠路2段21巷27號1樓,2877 2108,2006/4/1,北市教社字第09532529100號,1,74.05,138.81
2092,5538,臺北市私立詮勝烹飪調酒短期補習班,100中正區忠孝東路1段13號1樓及地下1樓、忠孝東路1段17號1樓,23516868,2006/4/3,9531925600,3,173.45,240.59
2093,5535,柳吟文教事業股份有限公司附設臺北市私立柳吟文理短期補習班敦化分班,105松山區南京東路3段305號2樓,2713-5869,2006/3/1,9531897200,10,183.45,292.52
2094,5526,臺北市私立上赫文理短期補習班,111士林區德行東路104巷9弄5號1樓,28319699,2006/3/1,9531683700,2,30.1,91.7
2095,5524,臺北市私立安德樂美語短期補習班,106大安區敦化南路1段295巷24號1樓,27005457,2006/3/1,北市教社字第09531598500號,3,60.51,107.54
2096,5520,耕園文理短期補習班富錦分班,105松山區富錦街495號1樓,87878229,2006/3/1,9531316100,3,50.7,93.6
2097,5519,臺北市私立羅斯福文理短期補習班,100中正區廈門街52號2.3樓,23672322,2006/3/1,9531628700,5,86.81,173.18
2098,5514,臺北市私立創意種子文理技藝短期補習班,110信義區光復南路473巷27號1樓,27234173,2006/3/1,北市教社字第09531211800號,4,80.04,142.77
2099,5508,臺北市私立音流樂轉音樂短期補習班,105松山區延壽街133號1樓,27637575,2006/3/1,9531184200,3,43,86.94
2100,5506,臺北市私立曾理文理短期補習班,112北投區懷德街6之4號1、2樓,28236602,2006/2/1,北市教六字第09531098400號,4,51.64,157.65
2101,5505,臺北市私立赫赫文理短期補習班,104中山區龍江路415巷32號1樓,25052723,2006/2/1,9530978000,3,35.87,82.87
2102,5502,臺北市私立博藝文理短期補習班,104中山區遼寧街201巷5號1樓,27136250,2006/2/1,北市教社字第10241051000號,3,49.39,93.59
2103,5501,臺北市私立康大文理技藝短期補習班,114內湖區康樂街116號3樓之1、康樂街110巷17號1樓,26335585,2006/2/1,9531045200,5,98.62,158.01
2104,5496,台灣知識庫股份有限公司附設臺北市私立法碩法律文理短期補習班,100中正區開封街1段32號6樓、8樓之1,23315377,2006/2/1,9530769400,2,261.67,267.92
2105,5493,臺北市私立奇奇家族技藝文理短期補習班,115南港區研究院路2段12巷14弄42號1樓、58弄13號1樓、14弄36號1樓,27858774,2006/3/1,北市教社字第09531472500號,6,142.41,207.59
2106,5487,台灣知識庫股份有限公司附設臺北市私立國家碩士文理短期補習班,100中正區開封街1段32號10樓,23880415,2006/1/1,9530347500,1,192.3,195.6
2107,5486,台灣知識庫股份有限公司附設臺北市私立甄戰文理短期補習班,100中正區開封街1段32號9樓,55802006,2006/1/12,9530347200,1,192.3,195.6
